WU_PRTNO,WU_DESC
570-214197-777,"SHIPPING LEVEL,PM,CAPPING,ELD"
570-348248-001,"SHIPPING LEVEL,PM,CAPPING,ELD"
571-214202-777,"CONFIG,ASSY,APM1,CAPPING,ELD"
571-214202-778,"CONFIG,ASSY,APM2,CAPPING,ELD"
575-070848-93577,"CONFIG ASSY,MASTER,REC,2300 CLN"
575-070848-93583,"CONFIG ASSY,MASTER,REC,2300 CLN"
571-073683-002,"CONFIG,TM,EFEM, ELD"
575-198798-777,"CONFIG ASSY,FHS,FLUID ENC,GAS,BLEND,HVM"
575-196668-001,"CONFIG ASSY,FIB/MET,INTEG BLND,E-BOX,HVM"
575-196671-777,"CONFIG ASSY,FIB/MET,FLUID ENC,BLEND,HVM"
571-083318-001,"CONFIG,TM,WTM"
571-214202-001,"CONFIG,ASSY,PM,ELD-MDL,HVM,APM1"
571-214202-002,"CONFIG,ASSY,PM,ELD-MDL,HVM,APM2"
575-018475-002,"CONFIG ASSY,JIT FRAME,IFA,2300 ASCENT"
575-073683-97584,"CONFIG ASSY,ATM, 4 WIDE"
575-073683-LS9,"CONFIG ASSY,ATM, 4 WIDE"
575-073683-104432,"CONFIG ASSY,ATM, 4 WIDE"
575-073683-101683,"CONFIG ASSY,ATM, 4 WIDE"
575-073683-104430,"CONFIG ASSY,ATM, 4 WIDE"
571-168841-42535,"CONFIG,TM,ATM, ELD"
571-073683-126328,"CONFIG,TM,ATM,2300, GLOBAL FOUNDIRES"
571-073683-139568,"CONFIG, TM, ATM,2300"
571-073683-HVM9,"CONFIG,TM,ATM, ELD"
571-073683-116638,"CONFIG,TM,ATM,2300, GLOBAL FOUNDIRES"
571-073683-126160,"CONFIG, TM, ATM,2300 GLOBALFOUNDRIES"
571-103953-001,"CONFIG,SHIP WITH,APM"
575-126235-0313A,"CONFIG ASSY,REAR PLATF, UPR, SC316"
575-126235-0313B,"CONFIG ASSY,REAR PLATF, UPR, SC316"
575-126235-0313C,"CONFIG ASSY,REAR PLATF, UPR, SC316"
571-073683-800,"CONFIG,TM,ATM,2300,4 LPM,MICRON 143693"
571-063613-001,"CONFIG,ASSY,ICEBERG MODULE"
575-196678-001,"CONFIG ASSY,FIB/MET,INTEG BLND,E-BOX,HVM"
571-083318-004,"CONFIG,TM, WTM, ELD"
575-196668-777,"CONFIG ASSY,FIB/MET,INTEG BLND,E-BOX,HVM"
575-083897-42535B,"CONFIG ASSY,PM,ELD-MDL,HVM"
575-083897-42535A,"CONFIG ASSY,PM,ELD-MDL,HVM"
575-083897-902,"CONFIG ASSY,PM,ELD-MDL,HVM"
575-083897-901,"CONFIG ASSY,PM,ELD-MDL,HVM"
575-218620-001,"CONFIG ASSY,CDU,MDL"
575-083900-42535,"CONFIG ASSY,FL/CTRL RACK,BR"
575-083900-900,"CONFIG ASSY,FL/CTRL RACK,BR"
575-128736-81512A,"CONFIG ASSY,DA, SC316"
575-083898-001,"CONFIG ASSY,FIB/MET,HVM"
575-083898-42535,"CONFIG ASSY,FIB/MET,HVM"
575-083898-900,"CONFIG ASSY,FIB/MET,HVM"
570-103065-910,"CONFIG ASSY,BRUSH/BRUSH,SHIP AHEAD"
570-103065-950,"CONFIG ASSY,BRUSH/BRUSH,SHIP AHEAD"
575-083897-HVM8B,"CONFIG ASSY,PM,ELD-MDL,HVM,"
575-083897-XEP1B,"CONFIG ASSY,PM,ELD-MDL,HVM,"
575-083897-HVM8A,"CONFIG ASSY,PM,ELD-MDL,HVM,"
575-083897-XEP1A,"CONFIG ASSY,PM,ELD-MDL,HVM,"
571-073683-48640,"CONFIG,TM,ATM,"
575-085108-101684,"CONFIG ASSY,FDS, C360"
575-085108-101683,"CONFIG ASSY,FDS, C360"
571-212205-001,"CONFIG ASSY,PM,BR SPRAY,HVM"
571-212205-777,"CONFIG ASSY,BB,CAPPING,ELD"
EI-FLEX-GX,DE - FLEX GX
575-198802-001,"CONFIG ASSY,FHS,FLUID ENC,GAS,BLEND,HVM"
571-073683-116637,"ASSY,HRD STRCTRD,ATM"
575-900986-GCBE,"CONFIG ASSY,COMPUTER,CTC"
575-196671-001,"CONFIG ASSY,FIB/MET,FLUID ENC,BLEND,HVM"
571-103953-900,"CONFIG,SHIP WITH,APM"
575-105050-001,"CONFIG ASSY,ELD TOP ENCL"
575-255892-174484,"CONFIG ASSY,MPD,CEFEM, FCID174484"
575-255892-176131,"CONFIG ASSY,MPD,CEFEM, FCID176131"
575-255892-174427,"CONFIG ASSY,MPD,CEFEM, FCID174427"
575-255892-176201,"CONFIG ASSY,MPD,CEFEM, FCID176201"
575-255892-176202,"CONFIG ASSY,MPD,CEFEM, FCID176202"
575-255892-176203,"CONFIG ASSY,MPD,CEFEM, FCID176203"
575-255892-176206,"CONFIG ASSY,MPD,CEFEM, FCID176206"
575-255892-177276,"CONFIG ASSY,MPD,CEFEM, FCID177276"
575-255892B-174485,"CONFIG ASSY,MPD,CEFEM, FCID174485"
575-255892-176204,"CONFIG ASSY,MPD,CEFEM, FCID176204"
575-255892-176205,"CONFIG ASSY,MPD,CEFEM, FCID176205"
571-212204-001,"CONFIG ASSY,PM,DUAL SPRAY,HVM"
571-168842-001,"CONFIG,TM,WTM"
571-168842-42535,"CONFIG,TM,WTM"
571-198799-001,"CONFIG,ASSY,FHS,INTEG GAS,BLEND,HVM"
575-126234-0213F,"CONFIG ASSY,REAR PLATF, LWR, SC316"
575-123234-81512A,"CONFIG ASSY, REAR PLATF, LWR, SC316"
575-126234-0713F,"CONFIG ASSY, FRAME, LWR,EOS"
575-126234-0713R,"CONFIG ASSY, FRAME, LWR,EOS"
575-198797-001,"CONFIG ASSY,FHS,GAS,BLEND,E-BOX,HVM"
575-102207-101683A,"CONFIG ASSY,LRVS,C360"
575-102207-101683B,"CONFIG ASSY,LRVS,C360"
575-346873-001,"CONFIG ASSY,DB,AC/DC,MAIN"
575-085324-36877,"CONFIG ASSY,CHMBR, PRCS, C360"
575-198800-48640A,"CONFIG ASSY,FHS,GAS,BLEND,E-BOX,HVM"
575-196675-001,"CONFIG ASSY,FIB/MET,FLUID ENC,BLEND,HVM"
575-073683-36877,"CONFIG ASSY, EFEM, C360"
575-126235-0E6C,"CONFIG ASSY, FRAME, UPR, EOS"
575-126235-0E6D,"CONFIG ASSY, FRAME, UPR, EOS"
575-126235-0E6A,"CONFIG ASSY, FRAME, UPR, EOS"
575-126235-0E6B,"CONFIG ASSY, FRAME, UPR, EOS"
575-126235-38632A,"CONFIG ASSY, FRAME, UPR, EOS"
575-126235-38632B,"CONFIG ASSY, FRAME, UPR, EOS"
575-126234-0E6F,"CONFIG ASSY, FRAME, LWR,EOS"
575-198800-001,"CONFIG ASSY,FHS,GAS,BLEND,E-BOX,HVM"
575-082481-42535,"CONFIG ASSY,PM,DUAL BRUSH,HVM"
575-200805-PM3,"CONFIG ASSY,UP PLATE,STFP"
575-200805-PM4,"CONFIG ASSY,UP PLATE,STFP"
575-218255-001,"CONFIG ASSY,TOP, ELD MODULE"
571-212117-001,"CONFIG, ASSY,RACK,MW GEN"
575-082481-950,"CONFIG ASSY,PM,DUAL BRUSH,HVM"
575-218623-001,"CONFIG ASSY,TOP,ELD CHAMBER"
570-103065-900,"SHIPPING LEVEL, ELD MODULES"
575-218626-001,"CONFIG ASSY,ELD CHAMBER"
571-203268-777,"CONFIG,ELD,SHIP WITH,CRTSY AND FIF"
570-003368-950,"SHPNG LEVEL,PM"
571-A10825-001,"CONFIG,POWERED SHD,STRIKER OXIDE FS"
570-030870-001,SCE 9600CFE TEMPLATE
EI-9600-9600SE-SA,CE - TCP 9600/9600 SE (SA)
570-A44114-001,"SYSTEM LEVEL, JTS GAS DELIVERY"
570-810515R001,"RFRB,200/300MM SYSTEM LEVEL 2300"
EI-2300E-PLTFM,PF - 2300E PLATFORM
570-A44128-001,"SYSTEM LEVEL, JTS-2 GAS DELIVERY"
570-560158-001,ALLI SYSTEM LEVEL
EI-FLEX-GB,DE-FLEX-GB
EI-FLEX-DS-GB-UPG,EI-FLEX GB UPG
EI-KIYO-G,CE-2300 KIYO G
EI-KIYO-GXT-SC,EI-KIYO-GXT-SC
571-307113-402,"ASSY PM, SENSE.I, VANTEX B"
571-307113-420,"ASSY PM, SENSE.I, VANTEX BX"
571-307113-440,"ASSY PM, SENSE.I, VANTEX BX+"
571-307113-430,"ASSY PM, SENSE.I, VANTEX B+"
570-A27475-001,"CONFIG, SHIPPING LEVEL, VTM/UFA"
571-800096-805,"ASSY,PM 2300 KIYO FX"
571-800096-806,"ASSY,PM 2300 KIYO GP/FXE+"
571-800096-905,"ASSY, PM, 2300 KIYO FXT"
570-185769-905,"SHIPPNG LEVEL, MISC, CE!"
EI-SENSE-SHIP-W-GB,EI-SENSE.I-SHIP-W-GB
570-A32811-135,"SHPNG LEVEL,JTS-S,PM 1-3-5,L10 GAS DEL"
570-A32811-246,"SHPNG LEVEL,JTS-S,PM 2-4-6,L10 GAS DEL"
570-A32811-079,"SHPNG LEVEL,JTS-S,PM 7-9,L10 GAS DEL"
570-A32811-810,"SHPNG LEVEL,JTS-S,PM 8-10,L10 GAS DEL"
570-A49959-135,"SHPNG LEVEL,JTS-S,PM 1-3-5,L6 GAS DEL"
570-A49959-246,"SHPNG LEVEL,JTS-S,PM 2-4-6,L6 GAS DEL"
570-560198-001,SCE 4720GF TEMPLATE
570-125588-001,"SHIP LEVEL,PRE-FACIL,CLN,EOS"
570-A19649-001,"ETCH SYSCOM/MIM, SHIP LEVEL"
570-311644-001,"DAVINCI, TOP LEVEL"
570-030873-001,SCE 9400GF TEMPLATE
570-560186-001,SCE 4420XLGF TEMPLATE
570-560195-001,SCE 4520XLGF TEMPLATE
570-560195-002,SCE 4520XLIGF TEMPLATE
570-560197-001,SCE 4520GF TEMPLATE
570-560196-001,SCE 4520IGF TEMPLATE
570-560179-001,SCE 4420GF TEMPLATE
570-041716-003,"SHIPPING LEVEL, 2300 CLEAN, V3"
575-247339-001,"CONFIG ASSY,MACH IV"
570-A85204-030,"CONFIG,EFEM,DEP,LEGACY,MACH IV,BP&S"
570-252508-001,"SHIPPING LEVEL, MACH IQ"
571-310042-001,"CONFIG,SHIP WITH,SABRE,300MM"
571-A05666-001,"CONFIG,SHIP WITH,SABRE,SEED,CE"
571-282406-001,"CONFIG ASSY,STRIKER OXIDE F-SERIES"
571-282406-001P,"CONFIG ASSY,STRIKER OXIDE F-SERIES"
575-342374-001,"CONFIG ASSY,BWP,POWERED SHD,STRIKER OX"
575-330805-001,"CONFIG ASSY,BWP,POWERED PED,STRIKER OX"
575-A57299-001,"CONFIG ASSY, BWP, OXIDE GE"
575-A09061-001,"CONFIG ASSY,BWP,POWERED PED,FN"
575-A14409-001,"CONFIG ASSY,BWP,POWERED PED,FN"
575-A29186-001,"CONFIG ASSY, BOTTOM HALF, STRK GN"
575-A66474-001,"CONFIG ASSY,BOTTOM HALF,STRK GNE"
575-A84262-001,"CONFIG ASSY,BOTTOM HALF,GN PTK1"
575-331791-001,"CONFIG ASSY,BOTTOM HALF,STRATA HX"
575-A72951-001,"CONFIG ASSY, BTTM HALF, SPRC2.0"
571-A44508-001,"ASSY,PM, STRIKER CARBIDE DK"
571-B00718-001,"CONFIG,PM,VXT CARB DK"
571-268815-001,"ASSY,PM,STRIKER CARBIDE CK"
571-268815-400,"ASSY,PM,STRIKER CARBIDE CK"
571-A27081-001,"ASSY,PM,STRIKER CARBIDE CK, MACH IV"
571-268815-101,"ASSY,PM,STRIKER CARBIDE CK"
EI-DM-HALO-HX,DM HALO HX
EI-DM-HALO-HXL,DM - HALO HXL
EI-CVD-VXT-DT,PECVD VXT-DT
571-A07837-001,"CONFIG,ASSY,PM,VECTOR DTE"
571-A50265-001,"CONFIG,ASSY,PM,VECTOR DTEX"
EI-CVD-VXT-DTI,END ITEM FOR DTI
EI-AKARA-AX,EI-AKARA-AX
EI-AKARA-AL,EI-AKARA-AL
EI-SOLO,EI-SOLO
570-310124-001,"SHPNG LEVEL, FIELD INSTALL, PM"
575-328925-300,"CONFIG ASSY,BIAS ELCTD,OVS,IKANO"
571-A24920-001,"ASSY, PM, AHM HCE"
EI-CVD-STRATA-G,EI-CVD-STRATA-G
571-201368-100,"ASSY,PM,C2,SEQ-X"
EI-CVD-C2-SQL-RPC,CSBG-LEGACY-DEP-CVD-C2-SQL-RPC
EI-LSERIES-PLTF,PLTF-LSERIES
571-A22305-002,"CONFIG ASSY,SABRE 3D,PPT"
575-A49624-001,"CONFIG ASSY,SABRE 3D,PPT"
571-248392-002,"CONFIG ASSY, PPT, SABRE 3D"
575-A61099-001,"CONFIG ASSY,SABRE 3D,PPT"
571-A09274-002,"CONFIG ASSY,SABRE 3D,PPT,CE!"
570-125586-GCBE,"SHIPPING LEVEL,CLN,EOS"
EI-EOS-EFEM,EOS EFEM
575-126235-001,"CONFIG ASSY, FRAME, UPR, EOS"
EI-CVD-VXL-QSM,EI-CVD-VXL-QSM
571-331639-001,"CONFIG ASSY,PM,STRIKER OXIDE EH/EP"
570-227567-001,"CONFIG ASSY, GXT/G400"
EI-CVD-VXT-AHMHXI,EI-CVD-VXT-AHMHXI
EI-GF-C2-SPEED,CSBG-LEGACY-DEP-GF-C2-SPEED
571-A50150-001,"CONFIG,PM,STRIKER NITRIDE,GN-E SSM"
EI-DM-C2ALTUS,CSBG-LEGACY-DEP-DM-C2ALTUS
571-A84794-001,"CONFIG,ASSY,PM, VXT MDM"
EI-CVD-VXL-MDGI,EI-CVD-VXL-MDGI
571-A10697-001,"CONFIG ASSY, PLATING MODULE,TSV,CE!"
571-A61247-001,"CONFIG MDL,SABRE 3D,PMA & PMB"
571-263136-001,"CONFIG ASSY, PLATING MODULE"
571-A22847-001,"CONFIG MDL,SABRE 3D,PMA & PMB"
571-237230-001,"SUPERBOM,50"" EFEM,MACH I,1274"
EI-PLTFM-MACH1-450,DPF - MACH1 450
571-298511-001,"CONFIG ASSY,SABRE MODULE,SABRE,300MM"
571-347713-001,"CONFIG,ASSY,SABRE MODULE,SEED,CE"
EI-EF-SBR-EXTREME,EF - SBR EXTREME
571-303153-001,"CONFIG ASSY,SABRE MODULE,SABRE EX"
571-A84072-001,"CONFIG, ASSY,PM, AHM HXE CL2"
EI-SIG-GAMMA-1274,CSBG - GAMMA 1274
570-A54108-912,"SHIPPING LEVEL, PM CE!"
EI-CSBG-UPG-C3ALT,"CSBG,FTR,UPG,C3 ALTUS"
570-A85205-030,"CONFIG,VTM,DEP,LEGACY,MACH IV,BP&S"
570-279579-001,"CONFIG,SHIPPING LEVEL,CMN EFEM,CE!"
EI-PF-TM-MACH4-CE!,PF VTM MACHIV CE!
570-271328-001,"CONFIG,SHIPPING LEVEL,MACH IV,CE!"
570-268662-001,"CONFIG,SHIPPING LEVEL,MACH I,CE!"
EI-PF-TM-MACHI-CE!,PF VTM MACHI CE!
571-258880-001,"CONFIG,TM,3W/MONOLITH,WTS"
571-259220-001,"CONFIG,TM,VTM,WTS"
570-274325-001,"CONFIG,SYS LVL,CEFEM,PLTF,WTS"
571-336051-001,"CONFIG,VTM,CEFEM,WTS,CE!"
571-A12843-001,"CONFIG,VTM,CEFEM,WTS,CE!,1276"
570-A85199-020,"CONFIG,VTM2,DEP,LEGACY,MACH I+,BP&S"
EI-PF-VTM-MACHI,PF VTM MACHI
570-259149-001,"CONFIG,SHIPPING LEVEL,CEFEM"
570-A85172-020,"CONFIG,VTM2,DEP,COMMON,MACH I+,BP&S"
570-A85198-020,"CONFIG,VTM,DEP,LEGACY,MACH I,BP&S"
570-274337-001,"CONFIG,SHIPPING LVL,CEFEM,MACH I"
570-A85176-020,"CONFIG,VTM,DEP,COMMON,MACH I,BP&S"
570-A35235-003,"SHPNG LEVEL PM, POS 3"
570-A35235-006,"SHPNG LEVEL PM, POS 6"
EI-PF-VTM-MACHIV,PF VTM MACHIV
570-274332-001,"CONFIG,SHIPPING LVL,CEFEM,MACH IV"
570-A85156-030,"CONFIG,VTM,DEP,COMMON,MACH IV,BP&S"
EI-CSBG-UPG-C3SPD,"CSBG,FTR,UPG,C3 SPEED"
EI-GF-C3-SPD-MAXSH,CSBG-LEGACY-DEP-GF-C3-SPD-MAXSH
570-263853-001,"SYSTEM LEVEL, SABRE"
571-172887-001,"CONFIG,UPGRADE,INTEL XPR"
571-281657-001,"CONFIG,ANNEAL,SABRE"
571-303693-001,"CONFIG,ANNEAL200,SABRE200"
EI-CVD-VCTRX-AHM,EI-CVD-VCTRX-AHM
EI-CVD-C3-SOLA,EI-CVD-C3-SOLA
571-233330-100,"ASSY,CONFIG,C3,VECTOR EXPRESS"
571-263378-001,"CONFIG,TM,3W EFEM,MACH I"
571-325244-002,"CONFIG,ASSY,ANNEAL MODULE,127X,300MM"
571-234192-001,"CONFIG,SABRE CE! ANNEAL"
571-218564-001,"CONFIG,SABRE HTFE MODULE"
571-282332-001,"CONFIG, HTFE, SABRE"
570-247688-004,"SHIPPING LVL, CONFIG SHIP WITH, SAB"
571-A34198-001,"CONFIG,ASSY,PM,MDGLI"
571-A51692-001,"CONFIG,ASSY,PM,VXL,MDGL"
570-129644-001,"DV-PRIME, TOP LEVEL"
EI-DM-C3ALTUS-LFW,DM - C3 ALTUS LFW
EI-DM-ALTUS-LFWN,"EI,DM,ALTUS,LFWN"
570-248116-001,"SP203L, TOP LEVEL"
575-282412-001,"CONFIG ASSY,LOWER FRAME"
575-282412-001P,"CONFIG ASSY,LOWER FRAME"
571-305089-001,"CONFIG,ASSY,DED,F-SERIES"
575-342380-001,"CONFIG ASSY,LOWER FRAME"
575-325458-001,"CONFIG ASSY,LOWER FRAME"
575-A57303-001,"CONFIG ASSY, LWR FRM, OXIDE GE"
575-A12051-001,"CONFIG ASSY,BWP,PWR SHD,STRIKER OX FS"
575-A09061-002,"CONFIG ASSY,LOWER FRAME"
575-A14410-001,"CONFIG ASSY,LOWER FRAME"
575-A22994-001,"CONFIG ASSY,LWR FRM,STRIKER NITRIDE GN"
575-A67005-001,"CONFIG ASSY,LWR FRM,STRIKER NITRIDE GNE"
570-285044-001,"SHIPPING LEVEL,JETSTREAM,GASBOX,GB"
570-232118-001,"SHIPPING LEVEL, GAS BOX"
571-A72168-001,"CONFIG,GAS BOX,MACH IV"
575-A84263-001,"CONFIG ASSY,LWR FRM,GN PTK1"
575-329270-001,"CONFIG ASSY,LWR FR,STRATA HX"
575-A72986-001,"CONFIG ASSY, LWR FR, SPARC2.0"
575-A44509-001,"CONFIG ASSY, TOP HALF, STKR CARBIDE DK"
575-B00365-001,"CONFIG ASSY, TOP HALF, VXT CARB DK"
575-268053-001,"CONFIG ASSY,UPR FRM,STRIKER CARBIDE"
575-334998-001,"CONFIG ASSY,UPR FRM,STRIKER CARBIDE"
575-268053-101,"CONFIG ASSY,UPR FRM,STRIKER CARBIDE"
575-A72949-001,"CONFIG ASSY, TOP HALF, SPRC2.0"
575-A84155-001,"CONFIG ASSY,TOP HALF,GN PTK1"
571-A21948-001,"CONFIG,HALO HX"
571-A21948-002,"CONFIG,HALO HX"
571-A21948-200,"CONFIG,HALO HXL"
571-B03955-200,"CONFIG,HALO HXL"
571-292292-001,"CONFIG,ASSY,PM, VECTOR DT"
575-338123-001,"CONFIG ASSY,BOT HALF,VECTOR DTE"
575-A50275-001,"CONFIG ASSY, BOT HALF,VECTOR DTEX"
571-A87277-001,"CONFIG,ASSY,PM, VECTOR DT-I"
575-342379-001,"CONFIG ASSY,AWP,POWERED SHD,STRIKER OX"
575-A09061-004,"CONFIG ASSY,AWP,POWERED PED,STRIKER FN"
575-A12512-001,"CONFIG ASSY,AWP,PWR SHD,STRIKER OX FS"
575-A14412-001,"CONFIG ASSY,AWP,POWERED PED,STRIKER FN"
575-A57298-001,"CONFIG ASSY, AWP, OXIDE GE"
575-330803-001,"CONFIG ASSY,AWP,POWERED PED,STRIKER OX"
571-277089-001,"ASSY,PM,VXT"
570-A89098-001,"SHIPPING LEVEL,GAS BOX, MACH IQ"
570-089179-001,SYSTEM LEVEL LINEAR CLEAN
570-003636-011,"SHIPPING LEVEL, TM"
570-A43388-001,"SHIPPING LEVEL,2300 TM,EFEM,BP&S"
EI-FLEX-D-SERIES,DE - FLEX D SERIES
EI-FLEX-EX,EI-FLEX-EX
EI-FLEXEXPLUS,EI-FLEXEXPLUS
570-206421-900,"SYSTEM LEVEL,CORONUS HPT,CE,1274"
575-227641-805,"CONFIG ASSY,BIAS ELCTD,OVS,HYDRA,KIYO FX"
575-241193-805,"CONFIG ASSY,BIAS ELCTD,OVS,HYDRA,KIYO FX"
575-330486-807,"CONFIG ASSY,BIAS ELCTD,OVS,HYDR,KIYEXP-F"
575-264845-820,"CONFIG ASSY,BIAS ELECT, METAL NXP CRVS"
575-227723-201,"CONFIG ASSY,BIAS,HYDRA,KIYO E TO FX"
575-A20285-806,"CONFIG ASSY,BIAS,CRVS,KIYO FX TO GP/FXE+"
575-291586-805,"CONFIG ASSY, BIAS, CRVS, KIYO E TO FX"
575-292965-805,"CONFIG ASSY,BIAS, CRVS, KIYO 45 TO FXE"
575-294203-805,"CONFIG ASSY, BIAS, CRVS, KIYO FX TO FXE"
575-245557-805,"CONFIG ASSY,BIAS ELECTRODE,KIYO FX CRVS"
575-286206-805,"CONFIG ASSY,,BIAS ELECTRODE,KIYO FX CRVS"
575-330486-809,"CONFIG ASSY,BIAS ELECT,KIY EXP-FXE CRVS"
575-A20275-806,"CONFIG ASSY,BIASELECTRD,CRVS,KGP/FXE+"
575-A36828-806,"CONFIG ASSY,BIAS,CRVS,KIYO FX TO GP/FXE+"
575-A44216-806,"CONFIG ASSY,UPG, BIASELECTRD,CRVS,KGP"
575-233365-905,"CONFIGASSY,BIAS ELCTD,HYDRA OVS,KIYO FXT"
575-260580-906,"CONFIGASSY,BIAS ELCTD,KIYO FXT F"
571-800096-906,"ASSY, PM, 2300 KIYO FXT F"
571-800096-830,"ASSY,PM 2300 KIYO GX"
571-800096-835,"ASSY,PM 2300 KIYO GX ARIA PRIMA/SOPRA"
571-A44759-907,"ASSY, PM, 2300 KIYO GXT"
571-560205-001,4720GF CONFIG ASSY BOM
EI-SIG-GAMMA-1272,CSBG - GAMMA 1272
EI-MWSTRIP-ALLI,CSBG-ALLIANCE-CE-M/W-STRIP
570-A47685-001,"CONFIG, FIP/FIBLET, SENSE-I,JTS-S"
EI-GB-AETHER-ECAT,EI-GB-AETHER-ECAT
570-A50253-001,"SHPNG LEVEL,JTS GAS BOX,PM1"
570-A50253-002,"SHPNG LEVEL,JTS GAS BOX,PM2"
570-A50253-003,"SHPNG LEVEL,JTS GAS BOX,PM3"
570-A50253-004,"SHPNG LEVEL,JTS GAS BOX,PM4"
570-A50253-005,"SHPNG LEVEL,JTS GAS BOX,PM5"
570-A50253-006,"SHPNG LEVEL,JTS GAS BOX,PM6"
571-328586-001,"CONFIG,L SERIES, FRAME, GAS BOX, EXHAUST"
571-314500-001,"CONFIG ASSY, FIB,JTS-S"
571-A32851-401,"CONFIG,SHIP W/KIT,JTS-S"
EI-GB-MSTGI-ECAT,EI-GB-MSTGI-ECAT
570-A44114-101,"SHPNG LEVEL, JTS GAS BOX, PM1"
570-A44114-102,"SHPNG LEVEL, JTS GAS BOX, PM2"
570-A44114-103,"SHPNG LEVEL, JTS GAS BOX, PM3"
570-A44114-104,"SHPNG LEVEL, JTS GAS BOX, PM4"
570-A44114-105,"SHPNG LEVEL, JTS GAS BOX, PM5"
570-A44114-106,"SHPNG LEVEL, JTS GAS BOX, PM6"
570-A49982-001,"SYSTEM LEVEL,JTS GAS DELIVERY"
571-A32811-135,"CONFIG,GB L10 ASSY,PM 1-3-5 ,JTS-S"
571-A32811-246," CONFIG,GB L10 ASSY,PM 2-4-6,JTS-S"
571-A32811-079,"CONFIG,GB L10 ASSY,PM7-9,JTS-S"
571-A32811-810,"CONFIG,GB L10 ASSY,PM8-10,JTS-S"
571-A49959-135,"CONFIG,GB L6 ASSY,PM 1-3-5 ,JTS-S"
571-A49959-246,"CONFIG,GB L6 ASSY,PM 2-4-6,JTS-S"
EI-GB-OPTIMUS-JTS,EI-GAS BOX-OPTIMU-JTS
EI-GB-MSTGI-JTS,EI-GAS BOX-MSTGI-JTS
EI-ALLI-PLTFM,CSBG-ALLIANCE-PLATFORM
570-A44131-001,"SYSTEM LEVEL, SILANE GAS DELIVERY"
570-A44114-120,"SHPNG LEVEL,SHIP WITH,AFV,AFVI,MAFVI,JTS"
EI-GD-M-AFV-I-JTS,EI-GAS DLVY-AFV-AFVI-MAFVI-SHIP WITH
570-A50257-001,"SHPNG LEVEL,SHIP WITH,AFV,AFVI,MAFVI,JTS"
EI-GD-M-AFVI JTS-2,EI-GAS DLVY-AFVI-MAFVI-SHIP WITH JTS-2
EI-AFVI-JTS-2-SC,GD-AFVI COPY SMART
EI-2300E-PLTFM-SC,2300E PLATFORM SMART CE
571-030871-001,"9600CFE CONFIG,TRUNK BOM"
EI-9600PTX-ALLI,CSBG-ALLIANCE-CE - TCP-9600-PTX
EI-9400PTX-ALLI,CSBG-ALLIANCE-TCP-9400-PTX
571-800096-478,"ASSY PM, FLEX GB"
EI-KIYO 45/C-E UPG,CE-2300 KIYO 45/C TO KIYO E UPG
570-560158-101,ALLI UPGRD SYSTEM LEVEL
575-056529-005,"CONFIG ASSY,INTGR FR,CLN,LVL 1 BRS"
570-041716-002,"SHIPPING LEVEL, 2300 CLEAN"
570-086280-001,TOP LEVEL FOR DV
570-084987-001,"SHIPPING LEVEL,DVP"
571-560201-001,4520 CONFIG ASSY BOM
571-263379-001,"CONFIG,TM,4W EFEM,MACH I"
571-238142-001,"SBOM,4 FP MACH I"
571-252510-001,"CONFIG,TM, EFEM, MACH IQ 4W"
571-235188-002,"CONFIG,TM,EFEM, 4LPM, MACH IV"
571-235188-001,"CONFIG,TM,EFEM, 3LPM, MACH IV"
571-252509-001,"CONFIG,TM, EFEM, MACH IQ 3W"
EI-EOL-LS-PRODUCTS,END ITEM FOR NOT SUPPORTED LAM PRODUCTS
571-030874-001,"9400GF CONFIG,TRUNK BOM"
571-560187-001,"4420XLGF CONFIG,ASSY BOM"
571-560202-001,4520XLGF CONFIG ASSY BOM
571-560202-002,4520XLIGF CONFIG ASSY BOM
571-560204-001,4520GF CONFIG ASSY BOM
571-560203-001,4520IGF CONFIG ASSY BOM
571-560180-001,"4420GF CONFIG,ASSY BOM"
575-309686-402,"CONFIG,AG,BIAS SHELVE, SENSE.I,VANTEX B"
575-309686-420,"CONFIG,AG,BIAS SHELVE, SENSE.I,VANTEX BX"
575-309686-428,"CONFIG,AG,BIAS SHELVE,VANTEX B TO BX UPG"
575-309686-440,"CONFIG,AG,BIAS SHELVE, SENSEI,VANTEX BX+"
575-309686-430,"CONFIG,AG,BIAS SHELVE, SENSE.I,VANTEX B+"
571-A27484-001,"CONFIG,SHIPPING LEVEL,VTM/UFA,PURCH ASSY"
571-307113-310,"ASSY PM,CONDUCTOR,AKARA-AX"
571-307113-320,"ASSY PM,CONDUCTOR,AKARA-AL"
571-307113-330,"ASSY PM,CONDUCTOR,SOLO/AKARA AP"
571-307116-310,"CONFIG,SHIP WITH,CONDUCTOR AKARA-AX"
571-307116-320,"CONFIG,SHIP WITH,CONDUCTOR AKARA-AL"
570-A32955-001,"SHIP WITH,POSITION 1 DIELECTRIC"
570-A32955-002,"SHIP WITH,POSITION 2 DIELECTRIC"
570-A32955-003,"SHIP WITH,POSITION 3 DIELECTRIC"
570-A32955-004,"SHIP WITH,POSITION 4 DIELECTRIC"
570-A32955-005,"SHIP WITH,POSITION 5 DIELECTRIC"
570-A32955-006,"SHIP WITH,POSITION 6 DIELECTRIC"
570-A32955-007,"SHIP WITH,POSITION 7 DIELECTRIC"
